ID_RMC,Presupuesto,2016,2017,2018,2019,2020,2021,2022
11-S247,Modificado,961.35,961.17,1220.74,440.6074612800001,409.2,203.88,511.82
11-S247,Original,2645.82,1654.07,1733.28,700.568083,454.23,240.48,249.27
11-S270,Ejercido,655.29,645.98,746.94,667.99761128,641.8,567.03,491.71
11-S270,Modificado,655.3,645.98,746.94,667.99761128,646.62,567.03,491.71
11-S270,Original,789.02,789.02,826.81,800.0,726.79,654.11,678.66
11-U006,Ejercido,83465.28,84231.06,90285.16,91999.35032720002,95377.63,99385.93,102087.64
11-U006,Modificado,83465.28,84231.06,90347.36,91999.35032720002,95377.63,99385.93,102087.64
11-U006,Original,77597.27,79834.8,83748.34,86420.33796,90868.15,93659.54,99858.42
11-U080,Ejercido,17041.34,24172.1,26668.93,24558.241848750007,17734.64,28012.86,23628.57
11-U080,Modificado,17041.34,24172.34,26668.93,24558.241848750007,17734.64,28012.86,23628.57
11-U080,Original,961.92,589.48,3089.48,599.95227,3099.95,3676.74,4514.73
12-E010,Ejercido,3328.6,3404.96,3856.48,4059.902616240001,4344.87,4836.29,5645.02
12-E010,Modificado,3328.61,3404.96,3856.48,4060.36216685,4344.87,4836.29,5645.02
12-E010,Original,3783.6,3746.22,3930.21,3925.238683,4459.01,5283.96,5935.67
12-E022,Ejercido,2205.53,2058.34,2270.21,2211.339318410001,2347.35,2465.51,2479.47
12-E022,Modificado,2205.53,2058.34,2270.21,2211.348325410001,2347.35,2465.51,2479.47
12-E022,Original,2057.1,2114.14,2162.77,2230.366624,2305.84,2409.99,2519.67
12-E023,Ejercido,20356.11,20830.12,22287.83,22529.54744840001,26287.55,42876.65,49669.77
12-E023,Modificado,20356.11,20830.12,22287.83,22530.05178690001,26287.55,42876.66,49669.77
12-E023,Original,19983.66,19697.15,21144.41,21050.8859,23294.78,44779.06,51671.57
12-E025,Ejercido,1175.62,1200.79,1294.17,1296.8333484100008,1322.01,1347.84,1395.83
12-E025,Modificado,1175.62,1200.79,1294.17,1296.8333484100008,1322.02,1347.84,1395.83
12-E025,Original,1405.03,1273.92,1334.96,1356.787373,1387.0,1413.83,1466.98
12-E036,Ejercido,2025.36,1826.36,2513.53,2359.3145104900004,5131.81,7152.46,7584.13
12-E036,Modificado,2025.36,1826.36,2513.53,2359.3145104900004,5131.81,7152.46,7584.13
12-E036,Original,1919.94,1919.94,1996.05,2130.931497,2089.34,2153.52,30314.34
12-E040,Ejercido,838.92,818.44,840.72,1000.7667756900008,1431.95,2920.17,2608.04
12-E040,Modificado,838.92,818.44,840.72,1000.7667756900008,1431.95,2920.17,2608.04
12-E040,Original,824.72,824.45,863.93,844.783942,1013.08,1053.94,2903.28
12-E041,Ejercido,108.79,77.69,86.11,91.27368336,87.61,87.58,92.4
12-E041,Modificado,108.79,77.69,86.11,91.27368336,87.61,87.58,92.4
12-E041,Original,120.4,93.75,93.13,94.093914,87.27,90.53,93.92
12-S039,Ejercido,49.23,151.62,168.13,23.54405341,24.27,22.38,25.07
12-S039,Modificado,49.23,151.62,168.13,23.54405341,24.27,22.38,25.07
12-S039,Original,41.76,41.76,43.76,25.0,25.0,25.77,26.74
12-S200,Ejercido,771.48,734.31,841.3,789.7566954600001,773.7,1144.71,872.94
12-S200,Modificado,771.48,734.31,841.3,789.7566954600001,773.7,1144.71,872.94
12-S200,Original,857.83,859.8,901.05,849.940793,885.86,912.38,862.38
14-E003,Ejercido,665.96,677.28,671.42,469.25401223999967,351.94,31.24,40.06
14-E003,Modificado,665.96,677.28,671.42,469.2583489099997,351.94,31.24,40.06
14-E003,Original,578.54,628.02,658.09,551.184078,518.66,24.96,25.84
14-E004,Ejercido,42.61,74.43,73.8,50.40817116,27.69,31.55,36.53
14-E004,Modificado,42.61,74.43,73.8,50.40817116,27.69,31.55,36.53
14-E004,Original,84.52,62.21,76.56,67.763137,48.18,33.45,34.35
14-S043,Ejercido,1563.96,695.13,990.77,716.19336309,310.18,255.07,271.08
14-S043,Modificado,1563.96,695.13,990.77,716.19336309,310.18,255.07,271.08
14-S043,Original,1726.6,911.26,975.35,722.93575,704.88,55.51,56.81
16-S046,Ejercido,264.41,239.98,247.32,224.9325219,147.68,145.91,231.81
16-S046,Modificado,264.41,239.98,247.32,224.9325219,147.68,145.91,231.81
16-S046,Original,240.5,240.5,252.02,185.516796,178.26,142.61,147.96
16-S074,Ejercido,8293.42,3534.49,3437.28,2438.925274249998,2905.31,3275.85,3680.03
16-S074,Modificado,8293.42,3534.88,3437.28,2438.925274249998,2906.59,3275.85,3680.03
16-S074,Original,9990.88,3423.2,3587.13,3743.532625,2584.56,2067.65,2145.25
16-S217,Ejercido,3665.57,2078.19,2317.54,2625.624175259998,1872.53,1720.69,3304.8
16-S217,Modificado,3665.57,2078.21,2317.54,2625.624175259998,1873.86,1720.69,3304.8
16-S217,Original,2974.1,1774.1,2009.06,2000.0,1961.65,1569.32,1628.58
19-S038,Ejercido,10201.3,11350.0,11893.53,11893.526776,13185.7,13607.64,20184.01
19-S038,Modificado,10201.3,11350.0,11893.53,11893.526776,13185.7,13607.64,20184.01
19-S038,Original,10201.3,11350.0,11893.53,11893.526776,13185.7,13607.64,23689.94
20-E003,Ejercido,353.01,335.51,349.59,299.9831958100002,264.84,279.47,295.87
20-E003,Modificado,353.01,335.51,349.59,299.9831958100002,264.84,279.47,295.87
20-E003,Original,321.7,338.06,341.68,351.289753,287.11,294.06,304.06
20-E016,Ejercido,247.94,138.1,40.59,15.58372115,12.23,45.09,12.6
20-E016,Modificado,247.95,138.1,40.59,15.58372115,12.23,45.09,12.6
20-E016,Original,256.07,189.57,198.65,28.668239,23.63,21.54,22.34
20-S174,Ejercido,3722.2,3771.45,3864.27,1975.12994562,1771.57,2413.06,2640.41
20-S174,Modificado,3722.2,3771.52,3867.12,1975.12994562,1773.01,2413.06,2640.41
20-S174,Original,3925.59,3884.26,4070.26,2041.621313,2192.43,2684.51,2785.26
38-E003,Ejercido,5584.46,5003.24,5177.33,5148.621627199997,5182.72,5577.84,5897.85
38-E003,Modificado,5584.46,5003.24,5177.33,5148.621627199997,5182.72,5577.84,5897.85
38-E003,Original,5702.41,4946.13,5053.33,5133.663276,5410.46,5567.6,5819.81
38-S190,Ejercido,9433.58,9835.75,9634.57,9958.557986620002,9836.6,9926.11,10972.38
38-S190,Modificado,9433.58,9835.75,9634.57,9958.557986620002,9836.6,9926.11,10972.38
38-S190,Original,9114.86,9500.0,10100.0,10075.122845,10097.08,11992.25,12442.32
38-S191,Ejercido,4448.58,4922.03,5475.65,6037.33090993,6575.76,7190.8,8199.84
38-S191,Modificado,4448.58,4922.03,5475.65,6037.33090993,6575.76,7190.8,8199.84
38-S191,Original,4084.63,4600.0,5000.0,5086.200003,5389.19,5554.74,7277.63
47-S010,Ejercido,308.13,367.19,327.23,330.40084579,239.34,343.54,367.95
47-S010,Modificado,308.48,367.19,327.23,330.40084579,239.36,343.54,367.95
47-S010,Original,323.86,378.86,350.0,358.185858,365.35,365.35,379.06
47-S178,Ejercido,982.45,1192.36,1265.65,1245.2356790699996,1468.53,1585.91,1605.51
47-S178,Modificado,982.45,1192.36,1265.65,1245.2356790699996,1468.53,1585.91,1605.51
47-S178,Original,1233.04,1261.6,1322.02,1343.078576,1598.71,1598.71,1671.29
47-S249,Ejercido,1512.22,844.47,814.61,803.6208549600001,45.65,1075.09,963.04
47-S249,Modificado,1512.22,844.47,814.61,803.6208549600001,45.65,1075.09,963.04
47-S249,Original,1571.86,772.21,809.19,806.942011,806.94,937.72,990.58
50-E001,Ejercido,4080.63,4960.81,5189.33,5667.449718,5171.84,6114.15,6627.63
50-E001,Modificado,4080.71,4960.81,5189.33,5667.449717999998,5171.84,6114.15,6627.63
50-E001,Original,2977.83,5227.87,6260.14,6454.193536,6814.58,7001.63,7906.66
50-E003,Ejercido,1192.62,1090.22,1138.19,1130.127061999999,1182.61,1219.75,1271.5
50-E003,Modificado,1192.67,1090.22,1138.19,1130.1270619999996,1182.61,1219.75,1271.5
50-E003,Original,844.39,1188.1,1176.93,1166.350777,1202.57,1191.35,1236.73
50-E007,Ejercido,9782.01,10217.63,10709.66,11594.357263999987,11533.41,10570.34,12233.28
50-E007,Modificado,9782.3,10217.63,10709.66,11595.833784,11533.41,10570.34,12233.28
50-E007,Original,10251.06,10695.89,11908.22,12076.925624,12482.17,13090.4,14450.33
50-E011,Ejercido,184171.37,197287.22,211548.24,223210.47377400045,251380.3,278281.43,310022.78
50-E011,Modificado,184171.54,197559.92,211550.81,223210.4737740004,251380.3,278281.43,310022.78
50-E011,Original,189289.17,191577.26,202644.98,217572.936324,237562.44,251731.77,259640.69
50-E012,Ejercido,1618.73,1886.9,1837.52,1782.8784409999996,1505.07,1746.76,2032.72
50-E012,Modificado,1619.68,1886.9,1837.22,1782.8784409999998,1505.07,1746.76,2032.72
50-E012,Original,1337.97,1723.76,2079.43,1945.796799,1855.15,1858.23,1829.1
51-E018,Ejercido,12533.94,13230.45,12025.38,16127.751414000017,19892.53,8772.8,15738.36
51-E018,Modificado,12533.94,13230.45,13246.11,16127.751414000017,19893.15,8872.8,16173.38
51-E018,Original,14316.59,14541.0,15122.3,15568.658209,18527.81,18747.73,19495.52
51-E036,Ejercido,19.65,28.17,31.49,28.395458,31.88,50.41,0.8
51-E036,Modificado,19.65,28.17,31.49,28.395458,31.88,51.69,0.91
51-E036,Original,21.37,26.83,27.6,29.161862,29.51,52.87,52.95
51-E042,Ejercido,19.64,28.22,31.11,27.940495,31.26,49.77,0.7
51-E042,Modificado,19.64,28.22,31.11,27.940495,31.26,50.98,0.7
51-E042,Original,20.28,25.74,26.47,27.999667,28.35,51.71,51.79
51-E043,Ejercido,902.38,942.79,4292.76,4265.9012859999975,4662.13,4891.91,5300.79
51-E043,Modificado,902.38,942.79,4292.76,4265.9012859999975,4662.13,4099.65,5301.64
51-E043,Original,800.32,1002.16,4109.55,4943.725847,5295.99,5016.88,5651.63
51-E044,Ejercido,29428.44,30217.29,28207.42,32175.157006,33846.93,25834.55,38304.28
51-E044,Modificado,29428.44,30217.29,28208.77,32175.157006,33846.93,26698.67,38656.19
51-E044,Original,25342.0,26601.21,24371.63,26226.481637,27263.66,23871.67,26284.07
